천안역점,"충청남도 천안시 동남구 대흥로 227, 1층",041-566-9289,09:30~22:30
천안원마트점,충청남도 천안시 서북구 백석동  604-19,041-567-9294,09:30~22:00
천안직산점,충청남도 천안시 서북구 직산읍 삼은리 311번지,041-587-9288,11:00~22:00
천안차암점,"충청남도 천안시 서북구 밤개울2길  1-2, 1층(차암동)",041-552-9288,10:00~24:00
천안터미널사거리점,"충청남도 천안시 동남구 만남로 50,1층",041-566-9277,10:00~22:30
천안통정점,충청남도 천안시 동남구 통정10로 33-10,041-569-4282,10:00~22:00
천안풍세산단점,충청남도 천안시 동남구 풍세면 보성리 580-59,041-568-8688,11:00~22:00
천호로데오점,서울 강동구 천호대로157길 26 (천호동) 2층 1호,02-477-2278,10:00~22:00
철원동송점,강원도 철원군 동송읍 이평2로 14,033-455-8884,09:00~22:00
청라호수공원점,인천광역시 서구 경서동  976-88,032-561-9920,11:00~22:30
청주가경점,"충청북도 청주시 흥덕구 가경동  1703번지 미젼빌딩,104,105",043-233-0993,10:30~21:50
청주강서점,"충청북도 청주시 흥덕구 서현북로 60, 1층",042-233-7915,10:30~21:50
청주남문로점,충청북도 청주시 상당구 북문로1가  70-2 2층,043-258-6767,10:30~21:30
청주내수점,충북 청주시 청원구 내수읍 내수로 720 (마산리) 1층,043-215-4340,11:00~21:30
청주대점,충북 청주시 청원구 대성로288번길 59 (우암동) 1층,043-223-3392,10:00~20:40
청주동남지구점,충북 청주시 상당구 중고개로 129 (용암동) ,043-288-0707,11:00 ~ 22:00
청주방서지구점,충북 청주시 상당구 2순환로2031번길 6-20 (방서동) 1층,043-284-3300,10:30~22:00
청주복대점,충청북도 청주시 흥덕구 복대동  1142,043-908-8007,11:00~21:50
청주분평점,충청북도 청주시 서원구 분평동  1384번지,043-902-4107,10:30~22:30
청주사직운천점,충청북도 청주시 서원구 사직대로 267-1,043-260-4288,11:00~21:45
청주사천점,"충청북도 청주시 청원구 율봉로 19, 1층",043-212-7755,10:30~21:50
청주성안점,충청북도 청주시 상당구 상당로 81번길 57(서문동) 1층,043-223-6767,10:30~21:30
청주성화점,"충청북도 청주시 서원구 신화로 34, 103호",043-237-8311,10:30~21:50
청주수곡분평점,충청북도 청주시 서원구 청남로 1999,043-286-3900,11:00~22:00
청주오송점,충청북도 청주시 흥덕구 오송읍 만수리 520,043-233-1005,11:00~22:00
청주오창점,충청북도 청주시 청원구 오창읍 중심상업1로 8-9,043-213-3392,10:30~21:30
청주옥산점,충북 청주시 흥덕구 옥산면 오송가락로 1055 (가락리) 106호,043-266-3536,
청주용담광장점,충청북도 청주시 상당구 수영로 299,043-291-8948,10:30~22:00
청주용암2동점,충청북도 청주시 상당구 월평로 222,043-292-3322,10:00~21:30
청주용암점,충청북도 청주시 상당구 낙영로24번길 24 1층,043-284-2030,11:00~21:30
청주우암점,"충청북도 청주시 청원구 우암동  235-25, 1층",043-221-7799,11:00~21:40
청주율량2지구점,충청북도 청주시 청원구 주성로 295,043-222-1147,11:00~21:30
청주율량점,충청북도 청주시 청원구 율봉로 224,043-214-7402,10:30~21:40
청주지웰시티점,"충청북도 청주시 흥덕구 대농로 68, 1층 104호",043-237-3373,10:30~22:30
청주테크노폴리스점,충청북도 청주시 흥덕구 송절동  724,043-276-1009,11:00~21:00
청주하복대점,"충청북도 청주시 흥덕구 증안로 20, 1층",043-235-1008,11:00~22:30
청천점,인천광역시 부평구 산곡동  38-40,032-517-4731,11:00~21:30
청평점,경기도 가평군 청평면 청평리 319-59,031-585-4478,11:00~23:00
초월역점,경기 광주시 초월읍 쌍동리 260-45 ,031-767-5115,10:30~22:20
춘천메가박스점,강원도 춘천시 춘천로17번길  17 뉴타운 1층,033-253-8800,10:00~23:00
춘천석사CGV점,강원도 춘천시 퇴계농공로 22 프라임타워 102호,033-263-9393,10:30~22:30
충남금산점,충청남도 금산군 금산읍 상리 175-28 CU금산앤이시티 102,041-753-9226,10:30~21:30
충남대점,대전광역시 유성구 궁동 416-1,042-825-9259,11:00~20:40
충남부여점,충청남도 부여군 부여읍 중앙로 12,041-837-9288,10:30~21:30
충남서천점,충청남도 서천군 서천읍 서천로 139 1층,041-953-9288,09:00~21:30
충남청양점,충남 청양군 청양읍 읍내리 221-1 ,041-942-1123,11:00~22:20
충남태안점,"충청남도 태안군 태안읍 동문1길 73, 명동빌딩 1층",041-673-8892,10:00~21:00
충대중문점,충청북도 청주시 서원구 내수동로102번길 36,043-265-9770,11:00~21:00
충무공점,"경상남도 진주시 충무공동  282-6번지 207호 (충의로 20-17, 207호 (충무공동, 가온누",055-752-4090,11:00~22:00
충북광혜원점,충청북도 진천군 광혜원면 중리1길 5,043-536-0880,11:00~22:00
충북금왕점,충청북도 음성군 금왕읍 무극로 269,043-877-4320,10:00~21:30
충북단양점,"충청북도 단양군 단양읍 도전리 159,2층",043-421-0915,10:30~21:30
충북대소점,충청북도 음성군 대소면 대동로 876 1층,043-882-9997,11:00~21:30
충북대점,"충청북도 청주시 서원구 1순환로 686(사창동), 1층",043-265-7770,11:00~21:00
충북보은점,충청북도 보은군 보은읍 뱃들로 55-6,043-544-7060,11:00~22:00
충북영동점,충청북도 영동군 영동읍 중앙로3길 7 (계산리 686-21),043-744-4458,11:00~21:00
충북옥천점,충청북도 옥천군 옥천읍 중앙로 56,043-733-1017,10:30~21:30
충북제천점,충청북도 제천시 의림대로 112,043-653-8982,10:00~21:50
충북증평점,충청북도 증평군 증평읍 중앙로 179번지 1호,043-838-6400,11:00~21:30
충주건대점,충청북도 충주시 충원대로 266 (단월동 해오름학사1층),043-857-9800,11:00~22:30
충주교통대점,"충청북도 충주시 대소원면 용두제방길 4, 1층",043-847-0095,11:00~20:00
충주성서점,"충청북도 충주시 성서동  320,321 1층",043-846-6780,11:00~21:30
충주연수점,충청북도 충주시 갱고개로 143,043-845-9778,11:00~21:50
충주용산점,충청북도 충주시 용산동 1611-4,043-845-9282,11:00~23:00
충주칠금점,충청북도 충주시 계명대로 35,043-855-2559,11:00~21:30
충주호암점,충청북도 충주시 호암동  1081,043-855-5430,11:00~21:30
충청대점,충북 청주시 흥덕구 강내면 탑연리 164-3 1층,043-238-0789,10:00~22:00
칠곡석적점,경상북도 칠곡군 석적읍 중리 203-2,054-977-8230,10:00~23:30
칠곡운암역점,대구 북구 구암동 652 1층,053-217-6095,10:00~22:30
칠원광려천점,"경남 함안군 칠원읍 오곡로 92 (오곡리, 행운마트) 1층",055-586-8888,11:00 ~ 21:00
캠퍼스타운역점,"인천 연수구 송도동 149 캠퍼스에비뉴상가 A동 108, 109호",032-818-9094,09 : 00 ~ 22 : 30
킨텍스원시티점,"경기도 고양시 일산동구 장항동  1753( 태극로 8, 상가1동 106호)",031-912-8883,11:00~23:00
태릉입구역점,서울 노원구 동일로 1000 (공릉동) 1층,02-2039-5589,11:00~22:00
태전중앙로점,경기도 광주시 태전동  702-34,031-766-6200,11:00~22:00
태평역점,"경기도 성남시 수정구 수정로 80, 우리빌 104호 (수진동 2965)",031-755-8847,10:00~22:00
태화점,울산광역시 중구 태화로 194,052-244-9001,11:00~21:30
테라스용산점,"서울 용산구 한강대로 95 (한강로2가, 래미안용산 더 센트럴) 1층 113호",02-790-1123,11:00 ~ 22:00(임의)
통영도남점,"경상남도 통영시 도남로 270,1층",055-648-8847,10:00~22:00
통영점,경상남도 통영시 북신동  1-1번지 2층,055-641-1333,10:00~21:00
통영죽림점,경상남도 통영시 광도면 죽림1로 17-37,055-642-5456,10:00~22:00
통영중앙점,"경상남도 통영시 중앙로 141,1층",055-648-1999,11:00~23:00
트리플스트리트점,"인천광역시 연수구 송도과학로 16번길33-4,D동지하 1층 B101호",032-310-9699,10:00~22:00
파동점,"대구광역시 수성구 파동로 123, 1층(파동)",053-766-5888,11:00~22:00
파장시장점,"경기도 수원시 장안구 장안로 272-9, 1층",031-271-6133,10:00~22:00
파주LG디스플레이점,경기도 파주시 월롱면 엘씨디로 201 복지동 A,031-943-4030,11:30~22:00
파주광탄점,경기 파주시 광탄면 혜음로 1122 (신산리) 1층,031-941-2197,10:00~22:00
파주금릉역점,"경기도 파주시 금빛로 24-18, 거성프라자 202, 203호",031-948-1011,09:00~21:30
파주금촌역점,경기도 파주시 새꽃로 196,031-948-7666,09:55~22:55
파주문산터미널점,경기도 파주시 문산읍 문향로67번길 9,031-952-4433,11:10~21:10
파주봉일천점,경기 파주시 조리읍 봉천로 42-1 (봉일천리 서울경희한의원) 1층,031-944-7002,11:00~23:00
파주운정1호점,"경기도 파주시 와석순환로 133, 106호",031-945-6368,10:30~21:30
파주적성점,"경기 파주시 적성면 청송로 1027-11 (마지리, 허씨네부대고기) ",031-958-7711,
팔용점,경상남도 창원시 의창구 팔용동 101번지 팔용종합상가 209호,055-295-9282,10:30~22:30
팽성점,"경기도 평택시 팽성읍 객사리 144-5 (팽성읍 동서촌로54, 1층)",031-691-8825,10:00~22:00
평창올림픽점,강원도 평창군 대관령면 횡계리 348-8 1층,033-333-0992,11:00~21:00
평창읍점,강원도 평창군 평창읍 백오로 54,033-332-9333,11:00~22:00
평촌역사거리점,경기 안양시 동안구 관양동 1746 140호,031-425-3195,
평택고덕점,경기 평택시 고덕면 고덕국제3길 30 (여염리) ,031-668-8825,10:00~22:00
평택동삭점,"경기 평택시 상서재로 80 (동삭동, 평택센트럴자이 5단지) 516동 114,115호",031-655-4205,10:00~22:00
평택비전점,경기도 평택시 평남로 717,031-651-0089,10:00~22:00
평택소사벌점,경기도 평택시 비전동  1012-2,031-652-7750,10:00~22:00
평택안중점,경기도 평택시 안중읍 안현로서6길  66,031-681-8585,10:00~21:30
평택역점,"경기도 평택시 중앙2로 8, 1,2층 (평택동 51-1)",031-654-7756,10:00~22:00
평택이충점,경기도 평택시 이충동  665-3 대영프라자 104호,031-668-1112,10:00~22:30
평택청북점,경기도 평택시 청북면 옥길리 1159-1,031-682-8084,10:30~21:30
평택포승점,"경기도 평택시 포승읍 여술2길 26,1층",031-684-8281,10:00~21:30
포미점,"전라남도 목포시 용해지구로 2(용해동), 2층",061-273-9282,11:00~22:50
포이사거리점,서울특별시 강남구 개포동  1229-6,02-577-4285,11:00~21:30
포천신읍점,경기도 포천시 구절초로 14-1 (신읍동) (031-535-9214),031-535-9214,11:20~22:00
포천운천점,경기도 포천시 영북면 운천로 22,031-533-2262,11:00~22:00
포천일동점,경기도 포천시 일동면 기산리 90-34,031-532-9996,12:30~21:30
포항두호점,경상북도 포항시 북구 용두산길 32,054-254-3492,11:00~20:30
포항문덕점,경상북도 포항시 남구 오천읍 원동로 58,054-293-4244,10:00~21:00
포항양덕점,"경상북도 포항시 북구 양덕동  1326, 1층",054-255-3038,10:00~21:00
포항연일점,경상북도 포항시 남구 연일읍 연일로159번길 20 (생지리 313-1),054-278-5759,11:00~20:30
포항우현점,경상북도 포항시 북구 우현동  산21-7,054-254-7004,11:00~21:00
포항유강점,경상북도 포항시 남구 연일읍 유강길9번길 37,054-277-3339,11:00~20:30
포항이동점,"경상북도 포항시 남구 대이로 169,1층",054-272-9971,10:00~22:00
포항지곡점,경상북도 포항시 남구 지곡동 480-4,054-286-3131,10:00~21:30
포항초곡점,경북 포항시 북구 흥해읍 초곡지구로58번길 38-6 (초곡리) 1층 3호,054-610-6100,11:00 ~ 21:30
포항효자점,"경상북도 포항시 남구 효자동길7번길 7,1층",054-282-3339,10:00~20:30
포항흥해점,"경상북도 포항시 북구 흥해읍 흥해로 29, 1층",054-614-5882,10:00~21:00
피자앤치킨 강릉중앙점,강원 강릉시 토성로 128 (용강동) 1층,033-648-1228,11:00 ~ 23 : 00
피자앤치킨 남양주오남점,경기 남양주시 오남읍 오남리 235 103호,031-575-6225,11:00~23:00
피자앤치킨 대구신천점,대구 동구 국채보상로 829 신천동 신천 두산위브 1층,053-742-6565,11:00~23:00
피자앤치킨 부산병무청점,부산 수영구 연수로 281 (망미동) 1층,051-955-1116,10:00~23:00
피자앤치킨 북수원점,"경기 수원시 장안구 대평로 128 (정자동, 파크프라자) 103호",031-271-0570,11:30~23:00
피자앤치킨 수원인계점,경기 수원시 팔달구 인계동 976-1 1층,031-233-2003,11:00~23:00
피자앤치킨 진주봉곡점,경남 진주시 봉곡동 24-9 1층,055-920-9522,10:00~23:00
피자앤치킨 화랑대역점,서울 노원구 공릉동 240-220 101호,02-978-7822,11:00~23:00
하남감일점,"경기도 하남시 감일동  528-1,(경기도 하남시 신우실로 61)",02-477-3542,11:00~22:00
하남미사점,경기 하남시 망월동 968-3 망월동 우승프라자 102103호,031-794-9902,10:00~22:00
하남시청역점,"경기 하남시 하남대로 792 (신장동, 동진빌딩) 1층 102호",031-795-4289,11:00~23:00
하남풍산점,"경기도 하남시 덕풍동로 111, 111호",031-793-1947,10:30~21:30
하단가락점,부산광역시 사하구 하단동  1180-10,051-205-2223,10:30~22:30
하동진교점,"경상남도 하동군 진교면 진교시장길 17-11, 1층",055-882-0809,11:30~21:00
하양점,경상북도 경산시 하양읍 금락리 131-133,053-216-6100,11:00~22:00
한국공학대점,"경기 시흥시 산기대학로 237 (정왕동, 한국공학대학교) 한국공학대학교 기술혁신파크 B1층",031-433-2810,09:00~22:00
한국외대글로벌점,경기도 용인시 처인구 모현면 외대로 81 한국외대 3층,031-332-7068,11:00~19:00
한국해양대학교점,부산광역시 영도구 태종로 727 2층,051-410-4131,11:00~18:30
한기대점,충청남도 천안시 동남구 병천면 가전리 193 (충절로 1594),041-558-5385,11:00~20:00
한남대점,대전광역시 대덕구 오정동 212-3,042-626-9998,11:00~20:00
한라대점,제주특별자치도 한라대학로 76,064-747-9299,11:00~20:00
한림대점,강원도 춘천시 성심로 4-1,033-255-7992,11:00~01:00
한성대입구역점,서울특별시 성북구 삼선교로 8-1(삼선동1가 8-1) 1층,02-742-5185,11:00~21:30
한신대점,경기도 오산시 양산동  438-1,031-374-7466,10:00~22:00
한양대점,"서울특별시 성동구 마조로 31, 2층 (행당동)",02-2291-8982,10:00~22:30
한티역점,"서울특별시 강남구 대치동  923-23, 1층",02-6235-4868,10:30~22:30
함안점,경상남도 함안군 가야읍 말산리 519-23번지 2층,055-585-4488,11:00~21:30
함안칠원점,경남 함안군 칠원읍 성내길 8 구성리 화평교회 1층,055-800-8099,11:00~22:00
함양점,경상남도 함양군 함양읍 용평리 694-5 2층,055-962-9233,11:00~22:00
해군교육사령부점,경상남도 창원시 진해구 대영동  2번지 기술행정학교 복지관,055-549-2388,10:00~20:00
해군사령부점,"경상남도 창원시 진해구 경화동  1007-12번지,1층",,10:00~20:00
해남점,전라남도 해남군 해남읍 구교리 93,061-537-3382,11:00~21:00
해운대마린시티점,부산 해운대구 우동 1405 109호,051-746-7005,10:00~23:00
해운대신도시1호점,"부산광역시 해운대구 대천로67번길 15, 113호 (좌동, 신성아파트 상가)",051-731-2922,11:00~22:30
해운대중동점,"부산광역시 해운대구 중동  1788, 해운대 경남아너스빌 상가동 1층, 105호",051-744-5882,11:00~23:30
해운대해수욕장점,"부산광역시 해운대구 우동  1311 1,2층",051-892-9233,11:00~23:00
햇빛마을점,경기도 고양시 덕양구 충장로 134번지 114호 (행신동),031-938-1446,11:00~22:30
행당역점1,서울특별시 성동구 고산자로 201,02-2293-3336,10:00~21:30
행신역점,경기도 고양시 덕양구 충경로 52,031-973-1050,11:00~22:30
향남롯데시네마점,경기도 화성시 향남읍 상신하길로 298번길 7-27,031-354-6858,10:00~22:30
헬리오시티점,"서울 송파구 송파대로 345 (가락동, 헬리오시티) 헬리오시티 상가 3-A동",02-402-0996,11:00 ~ 24:00
현대삼호점,전라남도 영암군 삼호읍 신항로 106,061-463-8282,11:00~22:00
협재점,제주특별자치도 제주시 한림읍 협재리 2508번지,064-796-3527,11:00~22:00
호남대점,광주광역시 광산구 선운로 5 2층 201호,062-942-3939,10:00~22:00
호원점,경기도 의정부시 외미로 99 (호원동 51-1),031-873-3129,10:00~22:00
호평역점,"경기도 남양주시 호평로 33, 1층 177-1",031-591-8588,10:30~23:00
홈플러스동대문점,서울특별시 동대문구 천호대로 133,02-960-7785,10:00~22:00
홍대점,"서울특별시 마포구 와우산로 100, 2층 (서교동 388-18)",02-323-6631,10:30~22:30
홍성대학로점,충청남도 홍성군 홍성읍 대학길 49,041-632-0245,10:30~21:00
홍성법원점,충청남도 홍성군 홍성읍 법원로 10,041-633-9299,10:00~22:00
홍성점,"충청남도 홍성군 홍성읍 아문길29번길 69, 2층",041-631-9288,10:00~22:00
홍익대세종캠퍼스점,세종특별자치시 조치원읍 섭골골목길  19-5,044-867-9288,10:30~21:00
홍제역점,서울특별시 서대문구 홍제동   330-52,02-379-7696,11:00~22:30
화곡역점,"서울특별시 강서구 화곡3동  1066-22,1층",02-2606-9096,11:00~24:30
화명점,부산광역시 북구 화명3동 2322번지 수정마을 상가 110호,051-342-8292,11:30~22:30
화서역점,"경기도 수원시 팔달구 화서동  644-5, 그린프라자 1층",031-255-9888,10:00~22:00
화성남양점,경기도 화성시 남양읍 남양리 2253-3,031-357-0492,10:00~21:30
화성병점동점,경기도 화성시 병점동  314-3,031-236-1006,10:30~21:30
화성봉담2지구점,경기 화성시 봉담읍 상리 692-3 ,031-291-5859,10:30~21:30
화성봉담점,경기도 화성시 봉담읍 동화리 564번지 114~115호,031-5183-3939,11:00~21:30
화성조암점,경기 화성시 우정읍 조암동로10번길 11 (조암리) 101호,070-7623-0077,10:00 ~ 22:00
화성향남점,경기도 화성시 향남읍 행정중앙2로 33,031-352-5096,10:00~21:30
화천산양점,"강원도 화천군 상서면 영서로 7737, 1층",033-441-9298,11:00~21:00
황금점,대구광역시 수성구 지산동  943-4,053-768-1111,11:00~23:00
횡성둔내점,강원도 횡성군 둔내면 고원로 404,033-342-0202,11:00~22:00
휘경여고점,"서울특별시 동대문구 한천로 242, 1층",02-2241-7080,10:00~22:00
휘경점,서울특별시 동대문구 휘경2동 269-26,02-925-6868,11:00~21:30
